,scenario_id,scenario_name,timespan,ego_v_init,ego_v_mid,ego_v_end,ego_acc_init,ego_acc_mid,ego_acc_min,ego_breaktime_max,ego_breaktime_until_mid,l_rel_pos_init,p_rel_pos_init,ll_rel_pos_init,pl_rel_pos_init,lr_rel_pos_init,pr_rel_pos_init,l_rel_pos_mid,p_rel_pos_mid,ll_rel_pos_mid,pl_rel_pos_mid,lr_rel_pos_mid,pr_rel_pos_mid,l_rel_pos_end,p_rel_pos_end,ll_rel_pos_end,pl_rel_pos_end,lr_rel_pos_end,pr_rel_pos_end,surr_veh_count_init,surr_veh_count_mid,surr_veh_count_end
4773,4773,MPP_DEU_LocationA-54_T66F709_T-1,3.2,33.0862,34.3264,35.3473,0.505,0.75,0.245,0.0,0.0,33.8454,-1.0,63.518,-1.0,96.3317,-1.0,27.8056,60.4138,70.4772,55.6001,-1.0,-1.0,76.1044,59.0869,-1.0,-1.0,20.457,68.4311,3,3,3
4774,4774,MPP_DEU_LocationA-54_T671F7682_T-1,3.2,33.934,34.0409,33.7743,0.2575,0.0,-0.2575,1.2,0.0,-1.0,93.885,51.653999999999996,-1.0,-1.0,-1.0,52.0758,-1.0,5.7897,42.8674,-1.0,76.1687,-1.0,-1.0,6.0283,36.4104,-1.0,-1.0,2,2,2
4775,4775,MPP_DEU_LocationA-54_T68F868_T-1,3.2,37.3875,36.7785,36.4028,-0.495,-0.25,-0.505,3.2,1.6,-1.0,26.6741,-1.0,-1.0,53.0578,15.0083,-1.0,23.6955,-1.0,-1.0,49.0133,24.9553,45.4197,34.7686,-1.0,19.5619,-1.0,80.7702,3,3,3
4776,4776,MPP_DEU_LocationA-54_T693F7977_T-1,3.2,34.6502,34.0801,33.01,-0.25,-0.5,-1.0,3.2,1.6,-1.0,41.36,-1.0,47.2479,58.7869,31.6578,-1.0,37.9501,-1.0,37.4348,54.9347,39.5855,-1.0,34.8616,-1.0,26.776,51.7066,46.5417,4,4,4
4777,4777,MPP_DEU_LocationA-54_T708F7995_T-1,3.2,24.839000000000002,24.9877,24.9632,0.25,-0.0075,-0.25,0.16,0.0,39.6823,-1.0,35.4814,-1.0,-1.0,-1.0,43.8354,-1.0,8.6078,19.2391,36.5662,-1.0,52.2102,-1.0,21.5208,6.3571,33.7834,-1.0,2,2,2
4778,4778,MPP_DEU_LocationA-54_T710F8031_T-1,3.2,36.794000000000004,36.9649,37.5151,0.0075,0.25,-0.24,0.04,0.0,-1.0,18.6572,16.1943,-1.0,-1.0,18.7634,19.8595,-1.0,-1.0,-1.0,-1.0,13.6752,22.2233,-1.0,-1.0,-1.0,-1.0,7.9012,3,3,3
4779,4779,MPP_DEU_LocationA-54_T728F8255_T-1,3.2,33.9766,33.6386,33.664,-0.25,-0.255,-0.495,1.08,0.0,-1.0,36.4765,18.5268,-1.0,-1.0,21.4671,20.4174,-1.0,-1.0,-1.0,-1.0,31.5934,22.315,-1.0,-1.0,-1.0,-1.0,26.9787,3,3,3
4780,4780,MPP_DEU_LocationA-54_T759F8844_T-1,3.2,27.1743,28.1023,28.9843,0.765,0.49,0.48,0.0,0.0,20.9775,25.3203,11.0063,43.1421,55.4459,42.3068,17.7743,26.2903,20.1398,36.2369,52.1812,44.453,-1.0,31.5202,-1.0,-1.0,13.8298,27.9231,6,6,6
4781,4781,MPP_DEU_LocationA-54_T77F989_T-1,3.2,34.08,33.7401,33.2801,-0.25,0.0,-0.5,1.56,0.48,62.7205,-1.0,-1.0,25.0685,40.3418,44.0451,-1.0,57.051,51.7845,23.4293,-1.0,22.6399,-1.0,77.169,-1.0,21.5678,-1.0,6.4568,4,4,4
4782,4782,MPP_DEU_LocationA-54_T816F9220_T-1,3.2,24.9872,24.8313,24.7466,-0.245,-0.2575,-0.26,0.44,0.04,-1.0,25.5138,52.635,59.788000000000004,-1.0,-1.0,-1.0,21.506999999999998,64.5635,44.916000000000004,-1.0,-1.0,-1.0,-1.0,32.3802,29.9827,-1.0,17.8477,3,3,3
4783,4783,MPP_DEU_LocationA-54_T81F1036_T-1,3.2,33.9246,34.31,34.75,0.2475,0.25,0.0,0.0,0.0,96.8716,39.69,-1.0,-1.0,12.2023,62.7709,-1.0,47.9614,-1.0,72.6547,-1.0,6.0142,-1.0,56.1603,-1.0,72.9651,-1.0,20.0028,4,4,4
4784,4784,MPP_DEU_LocationA-54_T820F9182_T-1,3.2,34.4577,34.9726,35.1829,0.505,0.245,-0.0125,0.2,0.0,-1.0,26.2386,19.9752,42.8341,-1.0,15.4484,23.9379,37.4689,-1.0,-1.0,-1.0,23.1818,26.3731,33.7118,-1.0,-1.0,-1.0,18.9402,4,4,4
4785,4785,MPP_DEU_LocationA-54_T826F9237_T-1,3.2,34.1854,34.1932,34.1687,0.01,0.0,-0.255,0.28,0.0,-1.0,87.4518,53.6746,34.4057,-1.0,53.4638,58.7337,29.8956,-1.0,-1.0,-1.0,38.5667,63.4433,27.1044,-1.0,-1.0,-1.0,23.7506,4,4,4
4786,4786,MPP_DEU_LocationA-54_T839F9479_T-1,3.2,30.3719,30.4636,30.4607,0.25,-0.0025,-0.2525,0.24,0.12,-1.0,42.6282,53.0689,32.1128,-1.0,-1.0,-1.0,52.2787,56.7301,30.9918,-1.0,-1.0,-1.0,62.4085,-1.0,28.3769,-1.0,-1.0,3,3,3
4787,4787,MPP_DEU_LocationA-54_T85F1135_T-1,3.2,25.4752,25.5062,25.7253,0.0175,-0.0075,-0.015,0.56,0.0,28.1387,-1.0,72.0143,-1.0,-1.0,-1.0,-1.0,-1.0,6.2476,-1.0,25.8069,-1.0,-1.0,-1.0,20.2952,-1.0,24.0516,-1.0,2,2,2
4788,4788,MPP_DEU_LocationA-54_T861F9819_T-1,3.2,36.2528,35.89,35.36,-0.255,-0.25,-0.5,2.12,0.52,-1.0,28.6629,-1.0,48.6483,26.113000000000003,-1.0,-1.0,34.9806,49.5015,-1.0,-1.0,10.1059,-1.0,40.9703,-1.0,-1.0,-1.0,8.6008,3,3,3
4789,4789,MPP_DEU_LocationA-54_T879F10027_T-1,3.2,34.6822,34.7257,34.2931,0.25,-0.25,-0.505,1.28,0.0,22.5987,55.067,34.4534,58.5726,100.5556,13.4446,18.5329,54.8521,30.2273,54.8242,85.3468,26.8401,26.4625,53.2045,-1.0,-1.0,15.199000000000002,54.0784,6,6,6
4790,4790,MPP_DEU_LocationA-54_T87F1157_T-1,3.2,27.1942,28.3781,29.4465,0.765,0.75,0.4725,0.0,0.0,-1.0,26.1971,7.4671,72.0648,-1.0,26.0297,14.4873,67.1732,-1.0,-1.0,-1.0,21.3585,20.3712,64.1824,-1.0,-1.0,-1.0,14.7022,4,4,4
4791,4791,MPP_DEU_LocationA-54_T890F10099_T-1,3.2,26.4347,26.2302,26.105999999999998,-0.245,0.0,-0.2575,0.12,0.04,-1.0,54.1008,-1.0,72.2502,-1.0,-1.0,-1.0,50.3208,-1.0,64.8122,-1.0,-1.0,-1.0,58.2417,-1.0,32.4163,-1.0,46.4129,2,2,2
4792,4792,MPP_DEU_LocationA-54_T89F1002_T-1,3.2,33.2564,33.6695,34.1627,0.2525,0.245,0.005,0.0,0.0,38.7009,49.3471,-1.0,85.05,23.2202,11.7232,31.3873,52.286,-1.0,81.2164,9.2945,26.0006,-1.0,77.7066,-1.0,-1.0,23.5827,54.1247,5,5,5
4793,4793,MPP_DEU_LocationA-54_T902F10291_T-1,3.2,31.4859,31.8834,32.2002,0.26,0.2475,-0.0175,0.04,0.0,-1.0,25.6701,15.2034,38.7125,-1.0,5.1196,19.5083,32.269,-1.0,-1.0,-1.0,18.0561,22.9796,28.483,-1.0,-1.0,-1.0,9.5147,4,4,4
4794,4794,MPP_DEU_LocationA-54_T91F1049_T-1,3.2,32.3485,33.5543,34.6469,0.755,0.75,0.4925,0.0,0.0,52.6565,88.72,-1.0,28.0703,25.2309,62.8399,76.4076,-1.0,54.3209,22.9166,13.4972,77.4987,54.7902,19.0518,-1.0,-1.0,69.1014,-1.0,5,5,5
4795,4795,MPP_DEU_LocationA-54_T927F10536_T-1,3.2,34.1805,34.7401,34.8701,0.4975,0.25,0.0,0.0,0.0,-1.0,88.3311,33.9158,35.7581,61.9322,19.7767,-1.0,-1.0,33.7304,34.8538,46.1,34.3211,-1.0,70.1708,33.5084,34.1102,29.9379,48.4055,5,5,5
4796,4796,MPP_DEU_LocationA-54_T934F10558_T-1,3.2,36.0368,37.1279,37.2347,0.51,0.24,-0.2675,0.84,0.0,39.7705,52.1416,-1.0,-1.0,74.7503,22.5252,71.7759,41.5536,37.5716,59.211999999999996,30.2705,23.3915,67.8409,61.2401,35.0255,65.959,12.7176,45.5568,4,4,4
4797,4797,MPP_DEU_LocationA-54_T935F10581_T-1,3.2,23.7149,24.3152,24.953000000000003,0.5075,0.2425,0.2325,0.0,0.0,14.2623,-1.0,10.11,27.7616,-1.0,-1.0,11.8796,-1.0,12.2629,26.2586,-1.0,-1.0,14.1789,26.1691,7.2575,27.9544,9.0162,-1.0,3,3,3
4798,4798,MPP_DEU_LocationA-54_T940F10565_T-1,3.2,32.5865,32.3078,32.0947,0.0,-0.25,-0.255,0.28,0.0,-1.0,50.7652,20.9422,65.634,-1.0,21.7839,29.4685,56.3138,-1.0,-1.0,-1.0,25.24,36.883,48.5046,-1.0,-1.0,-1.0,17.0569,4,4,4
4799,4799,MPP_DEU_LocationA-54_T945F10564_T-1,3.2,24.6261,25.1244,25.6653,0.5075,0.2575,0.235,0.0,0.0,-1.0,30.7909,20.3382,-1.0,-1.0,-1.0,-1.0,27.9181,33.0522,-1.0,-1.0,-1.0,43.244,-1.0,26.4953,19.6413,-1.0,23.9646,2,2,2
4800,4800,MPP_DEU_LocationA-54_T953F10765_T-1,3.2,28.0156,28.785999999999998,28.7178,0.515,0.25,-0.27,1.08,0.0,22.7801,-1.0,41.9582,20.1576,77.4434,21.3032,69.1008,26.6003,17.0034,-1.0,-1.0,-1.0,-1.0,32.4957,12.4182,-1.0,-1.0,-1.0,5,5,5
4801,4801,MPP_DEU_LocationA-54_T954F10633_T-1,3.2,29.09,29.0509,29.3541,-0.25,0.2525,-0.25,0.04,0.0,55.1902,-1.0,3.9429,-1.0,19.3383,40.5891,49.9005,77.0328,8.6328,62.4681,12.2419,47.315,45.0964,78.8557,14.5597,55.5757,6.2911,54.2768,4,4,4
4802,4802,MPP_DEU_LocationA-55_T1001F11715_T-1,3.2,26.0426,27.2682,28.4961,0.515,0.9875,0.515,0.0,0.0,18.8942,68.4002,6.95,50.4433,37.134,39.111,16.1281,69.9088,19.5801,42.3204,32.5771,45.6184,32.5796,36.3536,-1.0,-1.0,12.1802,73.0089,6,6,6
4803,4803,MPP_DEU_LocationA-55_T1004F11646_T-1,3.2,36.9044,36.3212,35.935,-0.495,-0.5,-0.505,3.2,1.6,-1.0,41.4231,-1.0,-1.0,-1.0,80.0626,-1.0,-1.0,-1.0,-1.0,-1.0,46.0536,-1.0,-1.0,-1.0,-1.0,-1.0,38.0839,2,2,2
4804,4804,MPP_DEU_LocationA-55_T1006F11789_T-1,3.2,32.6645,32.3582,32.0852,0.0025,-0.25,-0.255,0.52,0.0,-1.0,67.9731,57.5325,82.5482,-1.0,65.3925,61.7334,75.0564,-1.0,-1.0,-1.0,55.6956,-1.0,68.5036,-1.0,-1.0,-1.0,-1.0,4,4,4
4805,4805,MPP_DEU_LocationA-55_T100F819_T-1,3.2,38.1276,38.048,37.4856,0.01,-0.01,-0.52,1.72,0.12,22.0004,37.9506,-1.0,-1.0,-1.0,4.6742,-1.0,18.9893,-1.0,-1.0,107.8341,20.7965,95.6315,39.1941,-1.0,15.6805,88.0734,56.4444,3,3,3
4806,4806,MPP_DEU_LocationA-55_T1026F12038_T-1,3.2,28.8971,29.6808,30.4505,0.51,0.4975,0.2425,0.0,0.0,22.2305,-1.0,16.5362,52.4836,57.0148,8.5998,18.0266,-1.0,23.1675,43.272,-1.0,16.317,-1.0,35.9932,-1.0,-1.0,-1.0,-1.0,5,5,5
4807,4807,MPP_DEU_LocationA-55_T1032F11972_T-1,3.2,36.784,35.6335,34.8834,-0.7425,-0.7575,-0.99,3.2,1.6,-1.0,-1.0,-1.0,-1.0,41.7737,24.8879,-1.0,-1.0,-1.0,-1.0,37.5312,27.7491,34.2984,29.9342,-1.0,-1.0,-1.0,81.1599,2,2,2
4808,4808,MPP_DEU_LocationA-55_T105F895_T-1,3.2,32.3733,33.1406,33.6671,0.5025,0.5,-0.005,0.04,0.0,-1.0,26.9893,56.7901,81.1883,-1.0,5.834,66.4102,73.7287,-1.0,-1.0,-1.0,28.2253,73.03699999999999,68.5212,-1.0,-1.0,-1.0,30.7465,4,4,4
4809,4809,MPP_DEU_LocationA-55_T1063F12418_T-1,3.2,33.7105,34.14,34.4501,0.25,0.25,0.0,0.0,0.0,-1.0,52.5611,-1.0,10.2828,71.6707,-1.0,-1.0,60.7124,-1.0,7.6131,56.7626,-1.0,-1.0,69.242,-1.0,5.5023,41.8455,-1.0,3,3,3
4810,4810,MPP_DEU_LocationA-55_T1086F12781_T-1,3.2,25.3175,25.1272,24.7423,0.0175,-0.2575,-0.27,2.28,0.68,-1.0,40.400999999999996,-1.0,5.8959,-1.0,28.9364,-1.0,31.0987,-1.0,-1.0,-1.0,-1.0,-1.0,33.0744,-1.0,-1.0,-1.0,-1.0,3,3,3
4811,4811,MPP_DEU_LocationA-55_T1094F12756_T-1,3.2,28.6609,29.1045,29.8211,0.2625,0.2425,0.0075,0.0,0.0,-1.0,43.8014,8.3918,25.1369,-1.0,17.2314,12.1984,22.0595,-1.0,-1.0,-1.0,38.2565,15.7654,21.2426,-1.0,-1.0,-1.0,-1.0,4,4,4
4812,4812,MPP_DEU_LocationA-55_T1105F12700_T-1,3.2,26.497,28.2632,29.3776,1.0175,1.0,0.4725,0.0,0.0,13.671,-1.0,9.0127,-1.0,47.2861,-1.0,9.4663,-1.0,15.9051,59.5595,-1.0,66.4551,20.0201,52.0423,-1.0,-1.0,4.8789,-1.0,3,3,3
4813,4813,MPP_DEU_LocationA-55_T1134F13060_T-1,3.2,22.6738,23.1312,23.6962,0.0,0.2425,0.0,0.0,0.0,-1.0,26.4282,-1.0,32.4681,-1.0,-1.0,-1.0,24.6821,30.1127,28.8364,-1.0,-1.0,32.7083,27.5644,15.6287,53.2181,-1.0,21.8553,2,2,2
4814,4814,MPP_DEU_LocationA-55_T1141F13072_T-1,3.2,32.3736,32.2801,31.4641,0.515,-0.5,-0.765,2.16,0.56,-1.0,46.4211,-1.0,-1.0,52.5665,-1.0,47.1028,-1.0,-1.0,41.1973,66.6615,-1.0,42.9097,-1.0,-1.0,33.3113,56.6478,-1.0,2,2,2
4815,4815,MPP_DEU_LocationA-55_T1154F13391_T-1,3.2,31.3627,30.712,30.011,-0.5,-0.5,-0.7525,3.2,1.6,-1.0,40.7946,-1.0,-1.0,-1.0,19.4769,-1.0,19.9917,-1.0,35.7679,32.1873,68.6162,-1.0,20.0376,-1.0,30.0552,18.0218,77.0687,2,2,2
4816,4816,MPP_DEU_LocationA-55_T1156F13303_T-1,3.2,33.4533,33.7307,33.9948,0.2575,0.25,-0.0075,0.04,0.0,25.54,-1.0,-1.0,-1.0,29.4968,48.3938,21.3128,-1.0,-1.0,-1.0,16.912,65.5003,-1.0,-1.0,-1.0,-1.0,17.2639,-1.0,3,3,3
4817,4817,MPP_DEU_LocationA-55_T1225F14114_T-1,3.2,36.1257,35.5475,34.9536,-0.2475,-0.5,-0.505,3.2,1.6,-1.0,49.6618,-1.0,-1.0,91.5935,47.1587,-1.0,48.1404,-1.0,-1.0,-1.0,50.6775,88.5675,53.1256,-1.0,46.185,14.1007,25.8527,3,3,3
4818,4818,MPP_DEU_LocationA-55_T1289F14920_T-1,3.2,30.9828,30.9317,30.9886,0.005,0.0,-0.25,0.08,0.0,-1.0,89.4515,19.7295,-1.0,-1.0,21.2813,29.0895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.6762,3,3,3
4819,4819,MPP_DEU_LocationA-55_T1294F15016_T-1,3.2,29.7542,29.7039,29.6159,0.0,0.0,-0.255,0.04,0.0,-1.0,55.8324,20.2544,-1.0,-1.0,-1.0,28.8946,-1.0,11.0261,-1.0,-1.0,46.0779,-1.0,-1.0,-1.0,-1.0,-1.0,49.7517,2,2,2
4820,4820,MPP_DEU_LocationA-55_T1309F15178_T-1,3.2,38.7701,38.17,37.85,-0.5,-0.25,-0.5025,2.2,1.6,-1.0,77.1209,-1.0,10.3578,78.1188,-1.0,-1.0,80.1502,-1.0,5.6338,-1.0,65.9106,-1.0,83.2917,-1.0,4.9896,-1.0,-1.0,3,3,3
4821,4821,MPP_DEU_LocationA-55_T1315F15223_T-1,3.2,37.861,37.5,36.9104,-0.2525,-0.25,-0.5,2.44,0.84,42.0903,58.0902,-1.0,58.4305,-1.0,59.9639,39.1112,78.9705,-1.0,68.3645,-1.0,83.0698,36.4223,78.1742,-1.0,-1.0,-1.0,105.4249,4,4,4
4822,4822,MPP_DEU_LocationA-55_T132F1150_T-1,3.2,40.9801,40.6108,39.8018,-0.2525,-0.25,-0.75,2.24,0.64,-1.0,-1.0,-1.0,-1.0,-1.0,5.5859,-1.0,-1.0,-1.0,-1.0,-1.0,17.4054,-1.0,-1.0,-1.0,-1.0,117.505,30.4472,1,1,1
4823,4823,MPP_DEU_LocationA-55_T1366F15807_T-1,3.2,38.7031,38.5513,38.0466,0.0075,-0.25,-0.515,1.2,0.08,-1.0,41.7542,-1.0,100.0507,-1.0,19.745,-1.0,-1.0,-1.0,-1.0,-1.0,33.2416,-1.0,-1.0,-1.0,-1.0,-1.0,25.4682,3,3,3
4824,4824,MPP_DEU_LocationA-55_T1371F15927_T-1,3.2,40.3701,39.9101,39.5502,-0.25,-0.25,-0.5,2.32,1.6,103.3119,47.6818,-1.0,73.9819,6.794,-1.0,-1.0,56.2501,-1.0,75.1861,66.1126,19.3321,-1.0,64.7104,-1.0,76.3354,-1.0,42.5408,4,4,4
4825,4825,MPP_DEU_LocationA-55_T1388F16178_T-1,3.2,32.9057,32.6021,32.6211,-0.4925,-0.25,-0.4925,0.56,0.0,-1.0,31.7632,5.1914,44.4418,-1.0,43.1988,11.3272,37.6175,-1.0,-1.0,-1.0,24.2078,18.4573,32.1716,-1.0,-1.0,-1.0,12.2801,4,4,4
4826,4826,MPP_DEU_LocationA-55_T138F1163_T-1,3.2,35.2302,34.76,34.3704,-0.25,-0.25,-0.5025,2.44,1.6,74.96,-1.0,83.0688,-1.0,-1.0,-1.0,-1.0,70.5702,92.1651,-1.0,-1.0,9.3173,-1.0,66.62,-1.0,100.7944,-1.0,5.3088,2,2,2
4827,4827,MPP_DEU_LocationA-55_T1398F16140_T-1,3.2,36.5746,36.0522,35.121,-0.25,-0.2525,-1.0,3.2,1.6,-1.0,30.8291,12.1717,92.7465,-1.0,33.1189,14.7654,85.4729,-1.0,-1.0,-1.0,26.8104,16.331,53.553000000000004,-1.0,-1.0,-1.0,19.0977,4,4,4
4828,4828,MPP_DEU_LocationA-55_T1438F16698_T-1,3.2,30.9053,31.3715,31.7129,0.2575,0.2425,-0.01,0.04,0.0,37.0718,-1.0,6.5641,35.071,-1.0,-1.0,28.4547,-1.0,10.6612,31.7874,-1.0,-1.0,15.5606,29.5507,-1.0,46.516000000000005,20.0009,-1.0,3,3,3
4829,4829,MPP_DEU_LocationA-55_T143F1330_T-1,3.2,35.6926,36.1566,36.0847,0.2525,0.25,-0.255,0.48,0.0,63.2663,92.1416,60.007,-1.0,66.7854,32.0764,54.8565,91.4025,57.6539,-1.0,53.7902,45.5265,56.0077,-1.0,-1.0,-1.0,47.4846,90.6287,5,5,5
4830,4830,MPP_DEU_LocationA-55_T1462F17061_T-1,3.2,34.1906,34.1602,34.37,0.0,0.2475,-0.2525,0.04,0.0,34.123000000000005,68.5101,-1.0,33.5692,14.5226,64.5776,30.3071,81.2507,-1.0,30.2757,-1.0,5.0652,-1.0,94.4001,-1.0,27.8052,-1.0,21.131999999999998,5,5,5
4831,4831,MPP_DEU_LocationA-55_T1468F17071_T-1,3.2,29.0641,29.5461,29.7216,0.505,0.245,-0.005,0.12,0.0,-1.0,57.0258,15.5121,-1.0,-1.0,19.8847,25.3079,76.5643,-1.0,-1.0,-1.0,51.9566,34.5921,66.4633,-1.0,-1.0,-1.0,46.0495,3,3,3
4832,4832,MPP_DEU_LocationA-55_T1488F17296_T-1,3.2,39.9128,39.8648,39.4747,0.0025,0.0,-0.5,1.04,0.08,-1.0,61.9853,-1.0,26.338,-1.0,10.331,-1.0,32.1967,-1.0,-1.0,-1.0,73.5676,-1.0,37.6548,-1.0,-1.0,-1.0,85.0522,3,3,3
4833,4833,MPP_DEU_LocationA-55_T1498F17489_T-1,3.2,34.9457,34.4003,34.3336,-0.495,0.0,-0.5,1.6,1.6,-1.0,102.4552,52.492,68.6148,-1.0,-1.0,49.7809,64.8336,-1.0,-1.0,-1.0,82.7125,-1.0,61.4517,-1.0,-1.0,-1.0,-1.0,3,3,3
4834,4834,MPP_DEU_LocationA-55_T1500F17490_T-1,3.2,37.3373,36.6709,36.14,-0.505,-0.25,-0.51,3.2,1.6,-1.0,22.5705,-1.0,-1.0,68.5122,-1.0,64.7123,-1.0,-1.0,-1.0,-1.0,-1.0,61.3516,28.6111,-1.0,-1.0,-1.0,-1.0,2,2,2
4835,4835,MPP_DEU_LocationA-55_T1510F17619_T-1,3.2,30.5729,31.8473,32.7618,0.7575,0.7575,0.49,0.0,0.0,33.4228,78.7111,10.8597,69.5636,21.6522,19.8569,23.6885,72.063,18.6784,58.2417,9.9906,32.6657,25.7768,48.8622,-1.0,-1.0,12.9675,68.2515,6,6,6
4836,4836,MPP_DEU_LocationA-55_T1514F17566_T-1,3.2,37.7263,37.3233,36.7551,-0.235,-0.2475,-0.52,3.2,1.6,83.0606,-1.0,-1.0,12.0909,-1.0,17.3841,-1.0,81.3338,-1.0,7.779,-1.0,38.4153,-1.0,59.5218,-1.0,79.5077,-1.0,-1.0,3,3,3
4837,4837,MPP_DEU_LocationA-55_T1523F17690_T-1,3.2,25.4351,25.7123,25.5248,0.51,0.01,-0.26,0.52,0.0,-1.0,20.4207,13.2333,-1.0,-1.0,-1.0,-1.0,17.7126,24.3816,-1.0,-1.0,-1.0,35.5292,-1.0,-1.0,64.9481,-1.0,14.7705,2,2,2
4838,4838,MPP_DEU_LocationA-55_T1537F17916_T-1,3.2,28.3927,29.2757,30.234,0.7575,0.4925,0.485,0.0,0.0,36.8647,66.46,15.8793,61.5653,48.419,-1.0,31.7915,65.1359,24.4375,54.4075,42.9192,-1.0,33.5206,48.343,-1.0,-1.0,25.4871,64.4341,5,5,5
4839,4839,MPP_DEU_LocationA-55_T1576F18203_T-1,3.2,25.0095,25.7144,26.1344,0.265,0.49,-0.005,0.04,0.0,-1.0,-1.0,29.1124,-1.0,-1.0,-1.0,20.8859,-1.0,27.9524,31.0365,-1.0,-1.0,26.2165,29.7427,24.9716,18.972,16.2177,-1.0,1,1,1
4840,4840,MPP_DEU_LocationA-55_T1583F18359_T-1,3.2,31.4827,31.6644,31.8141,0.25,0.0,-0.005,0.04,0.0,51.6378,34.4707,84.1743,-1.0,87.2599,35.4098,43.1275,36.3657,87.3679,-1.0,-1.0,43.2725,91.5555,-1.0,-1.0,-1.0,34.407,38.1262,5,5,5
4841,4841,MPP_DEU_LocationA-55_T1643F19077_T-1,3.2,27.4251,29.081999999999997,30.5036,0.76,0.9975,0.49,0.0,0.0,23.2804,-1.0,14.1909,-1.0,22.7472,-1.0,18.0628,37.3978,21.6749,59.1486,17.1976,-1.0,27.2137,53.4446,-1.0,-1.0,10.6482,45.1115,3,3,3
4842,4842,MPP_DEU_LocationA-55_T1659F19361_T-1,3.2,31.564,31.9695,32.4361,0.2575,0.0,0.0,0.0,0.0,45.49,-1.0,28.1504,74.3764,46.0313,14.4645,36.0893,-1.0,30.854,72.1408,35.8801,25.2153,34.0439,70.1323,-1.0,-1.0,26.5788,-1.0,5,5,5
4843,4843,MPP_DEU_LocationA-55_T165F1741_T-1,3.2,28.7126,29.2084,29.6557,0.255,0.25,0.2425,0.0,0.0,-1.0,20.8775,8.6957,-1.0,-1.0,21.389,19.8232,-1.0,-1.0,-1.0,-1.0,17.7091,30.8695,-1.0,-1.0,-1.0,-1.0,14.3996,3,3,3
4844,4844,MPP_DEU_LocationA-55_T1660F19488_T-1,3.2,25.6933,25.451,25.2601,-0.25,-0.2525,-0.255,0.48,0.0,-1.0,55.7576,-1.0,38.1735,-1.0,-1.0,-1.0,58.0514,-1.0,26.7287,-1.0,-1.0,-1.0,60.4208,-1.0,14.5904,-1.0,-1.0,2,2,2
4845,4845,MPP_DEU_LocationA-55_T1674F19522_T-1,3.2,33.4221,33.3627,33.4696,0.0,0.0,-0.25,0.12,0.0,-1.0,25.9326,33.4007,-1.0,-1.0,100.0419,41.2929,-1.0,-1.0,-1.0,-1.0,21.6862,47.3829,-1.0,-1.0,-1.0,-1.0,16.9319,3,3,3
4846,4846,MPP_DEU_LocationA-55_T1677F19700_T-1,3.2,33.89,34.7001,35.57,0.5,0.5,0.4975,0.0,0.0,-1.0,60.39,81.7854,53.565,-1.0,74.3516,-1.0,74.3205,82.3311,60.9137,-1.0,89.3062,-1.0,89.031,-1.0,68.7449,-1.0,105.2908,4,4,4
4847,4847,MPP_DEU_LocationA-55_T167F1562_T-1,3.2,29.2007,29.2977,29.3812,0.0075,-0.0075,-0.01,0.2,0.04,-1.0,24.1915,-1.0,-1.0,-1.0,-1.0,-1.0,31.6684,-1.0,-1.0,-1.0,-1.0,-1.0,39.1314,-1.0,-1.0,-1.0,-1.0,1,1,1
4848,4848,MPP_DEU_LocationA-55_T1685F19722_T-1,3.2,28.899,29.2788,28.6257,0.2625,0.0,-1.01,1.4,0.0,38.4313,20.0487,20.0341,-1.0,24.5005,34.7196,33.2938,19.7783,25.0667,-1.0,18.7176,34.8874,29.8402,-1.0,-1.0,-1.0,28.1924,18.8608,5,5,5
4849,4849,MPP_DEU_LocationA-55_T1727F20345_T-1,3.2,30.1402,29.8503,29.5601,0.0,0.0,-0.2525,0.28,0.08,86.9314,54.9243,-1.0,73.1425,-1.0,-1.0,83.0108,62.7266,-1.0,69.9195,-1.0,-1.0,79.2606,70.1985,-1.0,66.7046,-1.0,-1.0,3,3,3
4850,4850,MPP_DEU_LocationA-55_T1743F20535_T-1,3.2,31.6539,31.9004,32.1701,0.2475,0.0,-0.0025,0.04,0.0,-1.0,56.3374,65.6168,-1.0,-1.0,-1.0,-1.0,67.4034,66.7611,-1.0,-1.0,-1.0,-1.0,78.6105,67.8967,-1.0,-1.0,-1.0,2,2,2
4851,4851,MPP_DEU_LocationA-55_T1760F20951_T-1,3.2,36.3865,36.8903,37.3701,0.2475,0.2475,0.24,0.0,0.0,87.4682,36.1876,-1.0,-1.0,32.6478,54.0972,-1.0,42.7634,-1.0,-1.0,20.5027,70.8,-1.0,49.3256,-1.0,-1.0,8.389,88.3393,4,4,4
4852,4852,MPP_DEU_LocationA-55_T1768F20906_T-1,3.2,34.4061,34.783,35.0808,0.2475,0.2475,-0.005,0.04,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.3406,-1.0,65.16,-1.0,98.3614,-1.0,58.222,-1.0,81.2617,-1.0,104.4731,92.6571,74.5,1,1,1
4853,4853,MPP_DEU_LocationA-55_T1794F21154_T-1,3.2,26.5749,27.2142,27.8843,0.5,0.5,0.245,0.0,0.0,18.6306,-1.0,6.6551,-1.0,58.0862,-1.0,16.8973,63.0867,9.5442,67.955,53.6553,72.2855,11.0313,65.3941,-1.0,-1.0,14.9045,67.138,3,3,3
